proposal_id,obj_id,user_ra,user_dec,user_epoch,tract,patch,object_type_name,input_catalog_name,input_catalog_obj_id
S21B-EN01,42688006372485231,351.19599369378494,0.8233703166973232,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372485231
S21B-EN01,42688010667426100,351.2025254204109,0.8424977152826849,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667426100
S21B-EN01,42688010667426481,351.06331896729125,0.8551839753045073,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667426481
S21B-EN01,42688010667426759,351.1454896738531,0.8644323528141784,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667426759
S21B-EN01,42688010667427243,351.14828883193184,0.8809898304729324,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667427243
S21B-EN01,42688010667428757,351.156615991558,0.946957636876028,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667428757
S21B-EN01,42688010667429328,351.19593404801753,0.9908109677349364,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667429328
S21B-EN01,42688010667437042,351.2011541916983,0.847833476547121,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667437042
S21B-EN01,42688010667438427,351.1268093505752,0.9075039301291236,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667438427
S21B-EN01,42688010667439159,351.13771118842607,0.928304971356946,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667439159
S21B-EN01,42688010667440010,351.19626815657574,1.0011652241315618,J2000.0,9706,405,galaxy,hscssp_pdr3,42688010667440010
S21B-EN01,42688126631545824,350.87156681344646,0.0114553804609387,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631545824
S21B-EN01,42688126631545825,350.8683104218683,0.0113072908243045,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631545825
S21B-EN01,42688126631546204,350.9991359796529,0.025033004371553,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631546204
S21B-EN01,42688126631547052,350.89029147567345,0.0560293622225176,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631547052
S21B-EN01,42688126631562579,350.9067521032072,0.029199714807178,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631562579
S21B-EN01,42688126631563154,351.003750939142,0.0371738399739086,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631563154
S21B-EN01,42688126631564495,350.9659692822182,0.077462640438031,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631564495
S21B-EN01,42688126631564515,350.9261645229011,0.076875656488286,J2000.0,9706,500,galaxy,hscssp_pdr3,42688126631564515
S21B-EN01,42688130926511259,350.8751177688373,0.1188289088756377,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926511259
S21B-EN01,42688130926512323,350.9951809623498,0.1494536342081051,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926512323
S21B-EN01,42688130926512468,350.9785532425981,0.153094680679748,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926512468
S21B-EN01,42688130926512945,350.9521617839964,0.1678153259533716,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926512945
S21B-EN01,42688130926513026,350.8551183262279,0.1698288533921553,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926513026
S21B-EN01,42688130926514941,350.92384653514614,0.2268355121600229,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926514941
S21B-EN01,42688130926515333,350.97222434378324,0.2380356377191748,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926515333
S21B-EN01,42688130926516517,351.0138213151901,0.2748320035369125,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926516517
S21B-EN01,42688130926516548,350.9440313154188,0.2759192449044164,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926516548
S21B-EN01,42688130926517484,350.8729463144278,0.1107843854107963,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926517484
S21B-EN01,42688130926518337,350.98610682670085,0.2514909185424186,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926518337
S21B-EN01,42688130926526248,350.9139113503064,0.0911997442806435,J2000.0,9706,501,galaxy,hscssp_pdr3,42688130926526248
